"Ministry","City/country","Name","Address","Latitude","Longitude"
"Ministry of Transportation and Communications","Pingtung County","Hengchun Nanmen Post Office","No.51, Jhongjheng Rd., Hengchun, Pingtung County 946-43, Taiwan (R.O.C.)","22.002571","120.744943"
"Ministry of Transportation and Communications","Pingtung County","Hengchun Airport","No.393 Shengbei Rd.2 Sec 10 Neighborhood, Renshou Village Hengchun Township, Pingtung County 94647, Taiwan (R.O.C.)","22.040037","120.733458"
"Ministry of Finance","Pingtung County","Hengchun Office, National Taxation Bureau of the Southern Area, Ministry of Finance","2F., No.98, Nanmen Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","22.001647","120.745887"
"Ministry of Transportation and Communications","Pingtung County","Hengchun Kending Post Office","No.332, Kending Rd., Hengchun, Pingtung County 946-44, Taiwan (R.O.C.)","21.945978","120.794793"
"Ministry of the Interior","Pingtung County","ktnp1","No.596, Kending Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.950054","120.779061"
"Ministry of the Interior","Pingtung County","ktnp2","No.596, Kending Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.950054","120.779061"
"Ministry of the Interior","Pingtung County","KTNP Info Center(1)","No.596, Kending Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.949365","120.779014"
"Ministry of the Interior","Pingtung County","KTNP Info Center(2)","No.596, Kending Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.949365","120.779014"
"Council of Agriculture, Executive Yuan","Pingtung County","Shuangliou Forest Recreation Area","No.201, Gongyuan Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.959723","120.812209"
"Ministry of Economic Affairs","Pingtung County","Kenting gas station, CPC Corporation","No.402, Kending Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.946114","120.792776"
"Ministry of Economic Affairs","Pingtung County","Taipower south visitors center","No.79-64, Daguang Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.947892","120.741495"
"Pingtung County Government","Pingtung County","Hengchun Township Library","No.3, Tianwen Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","22.003629","120.74694"
"Ministry of Finance","Pingtung County","Chang Hwa Bank,Hengchun Branch","No.22, Hengnan Rd., Hengchun Township, Pingtung County 94641, Taiwan (R.O.C.)","21.991037","120.747603"
"Ministry of Health and Welfare","Pingtung County","Heng-Chun Tourism Hospital,Ministry of Health and Welfare-1F registration lobby of Medical Building","No.188, Heng Nan Rd., Heng chun Township, Pingtung County 94641, Taiwan (R.O.C.)","21.999027","120.744467"
"Ministry of Transportation and Communications","Pingtung County","Hengchun Post Office","No.32, Lane 1, Hengsi Rd., Hengchun, Pingtung County 946-42, Taiwan (R.O.C.)","22.001551","120.742192"
"Ministry of the Interior","Pingtung County","ktnp4","No.100, Xiaquan Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.922075","120.737949"
"Ministry of Transportation and Communications","Pingtung County","Hengchun Substation of Kaohsiung Motor Vehicle Services office","No.11, Caopu Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","22.008402","120.739274"
"Ministry of the Interior","Pingtung County","ktnp3","No.301, Eluan Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.900864","120.851108"
"Ministry of Economic Affairs","Pingtung County","TWC_Hengchun","No.102, Longquan Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)","21.986332","120.731166"
"Ministry of Transportation and Communications","Pingtung County","Manjhou Post Office","No.25, Jhongshan Rd., Manjhou, Pingtung County 947-41, Taiwan (R.O.C.)","22.018543","120.837955"
"Ministry of Finance","Taitung County","Taitung Branch, National Taxation Bureau of the Southern Area, Ministry of Finance","No.1, Jhongshan Rd., Taitung City 950, Taiwan (R.O.C.)","22.762633","121.157898"
"Taitung County Government","Taitung County","Taitung County Government Auditorium and Service Counter","No.276, Zhongshan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.755426","121.150639"
"Ministry of Transportation and Communications","Taitung County","Police Redio Station Taitung Station","No.289, Zhongshan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.756059","121.151174"
"Ministry of Finance","Taitung County","Bank of Taiwan Taitung Branch.","No.313, Zhongshan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.755109","121.150395"
"Ministry of Transportation and Communications","Taitung County","Taitung Zhongshan Road Post Office","No.382, zhongshan Rd., Taitung 950-43, Taiwan (R.O.C.)","22.753107","121.148434"
"Ministry of Economic Affairs","Taitung County","Conference Room, Taitung Region Office, Taiwan Sugar Corporation","2F, No.191, Sec. 2, Chongsing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.767219","121.129649"
"Ministry of National Defense","Taitung County","Tai-tung Reserve Command","No.100, Ln. 69, Sec. 3, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.768891","121.11515"
"Ministry of Economic Affairs","Taitung County","Taitung Wholesale Business Center, CPC Corporation","No.23, Sec. 2, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7688413","121.1234255"
"Ministry of Transportation and Communications","Taitung County","Taitung Dongfang Dazhen Post Office","No.436, Sec. 2, Zhongxing Rd., Taitung 950-65, Taiwan (R.O.C.)","22.768827","121.12443"
"Taitung County Government","Taitung County","Lobby Local Tax Bureau, Taitung County","No.729, sec. 2, Jhongsing Rd., Taitung city, Taitung County 95065, Taiwan (R.O.C.)","22.768871","121.118966"
"Ministry of Transportation and Communications","Taitung County","Taitung Fengtian Post Office","No.615, Sec. 4, Zhongxing Rd., Taitung 950-60, Taiwan (R.O.C.)","22.774499","121.089522"
"Ministry of Finance","Taitung County","Taitung Branch, Hua Nan Commercial Bank","No.347, Sec.1, Zhonghua Rd., Taitung City, Taitung County, Taiwan (R.O.C.)","22.754461","121.153482"
"Ministry of Finance","Taitung County","Taitung Branch of Land Bank","1F., No.357, Sec. 1, Jhonghua Rd., Taitung City, Taitung County 95046, Taiwan (R.O.C.)","22.7543504","121.1532923"
"Council of Agriculture, Executive Yuan","Taitung County","Tainan District Agricultural Research and Extension Station","No.675, Sec. 1, Zhonghua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.748365","121.147988"
"Ministry of Education","Taitung County","Taitung Campus library","No.684, Sec.1, Chunghua Rd., Taitung, Taiwan (R.O.C.)","22.7484388","121.1465936"
"Ministry of Education","Taitung County","Taitung Campus teaching Buliding","No.684, Sec.1, Chunghua Rd., Taitung, Taiwan (R.O.C.)","22.7484388","121.1465936"
"Ministry of Transportation and Communications","Taitung County","Taitung Fengrong Post Office","No.168, Sec. 2, Zhonghua Rd., Taitung 950-56, Taiwan (R.O.C.)","22.744453","121.138314"
"Ministry of Finance","Taitung County","FirstBank_Taitung","No.397, Sec.1, Zhonghua Rd., Taitung City, Taitung County 95046, Taiwan (R.O.C)","22.7537579","121.1528334"
"Ministry of Health and Welfare","Taitung County","Taitung Hospital, Ministry of Health and Welfare,Taiwan,R.O.C. - 1st Floor emergency area","No.1, Wuquan St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7571514","121.1499415"
"Ministry of Health and Welfare","Taitung County","Taitung Hospital, Ministry of Health and Welfare,Taiwan,R.O.C. - 1st Floor Hall of the grant price of registered pharmacy","No.1, Wuquan St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7571514","121.1499415"
"Ministry of Health and Welfare","Taitung County","Taitung Hospital, Ministry of Health and Welfare,Taiwan,R.O.C. - 1st Floor clinic waiting areas","No.1, Wuquan St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7571514","121.1499415"
"Ministry of Health and Welfare","Taitung County","Taitung Hospital, Ministry of Health and Welfare,Taiwan,R.O.C. - 1st Floor Physical examination subjects","No.1, Wuquan St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7571514","121.1499415"
"Ministry of Health and Welfare","Taitung County","Taitung Hospital, Ministry of Health and Welfare,Taiwan,R.O.C. - 3rd Floor ward nursing station","No.1, Wuquan St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7571514","121.1499415"
"Coast Guard Administration, Executive Yuan","Taitung County","Coast Guard Service Station","No.191, Nanhai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.743978","121.152056"
"Taiwan High Court","Taitung County","Taiwan Taitung District Court.","No. 128, Bo-ai Rd., Taitung City 95047, Taiwan (R.O.C.)","22.761778","121.152678"
"Ministry of Transportation and Communications","Taitung County","Taitung Bo-ai Rd. Post Office","No.135, Bo-ai Rd., Taitung 950-43, Taiwan (R.O.C.)","22.759888","121.151291"
"Taitung County Government","Taitung County","Taitung County Government County Service Center","No.275, Bo_ai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.757909","121.149301"
"Ministry of Labor","Taitung County","Employment Service Center, Kaohsiung-Pingtung-Penghu-Taitung Region","No.356, No.358, Bo_ai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.757345","121.148579"
"Taitung County Government","Taitung County","Taitung City Office","No.365, Po-Ai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.754699","121.146744"
"Ministry of Culture","Taitung County","hall entrance","No.1 Museum Rd., Taitung, Taiwan (R.O.C.),950.","22.7663267","121.0958434"
"Ministry of Culture","Taitung County","ticket","No.1 Museum Rd., Taitung, Taiwan (R.O.C.),950.","22.7663267","121.0958434"
"Ministry of Transportation and Communications","Taitung County","Kangle Station","No.131, Ln. 51, Museum Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7663267","121.0958434"
"Ministry of Transportation and Communications","Taitung County","Taitung Datong Rd. Post Office","No.126, Datong Rd., Taitung 950-44, Taiwan (R.O.C.)","22.752596","121.154054"
"Ministry of Culture","Taitung County","Administrative Office,1F,National Taitung Living Art Center","No.254, Datong Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.755363","121.150708"
"Ministry of Finance","Taitung County","Taitung Office, Northern Region Branch, National Property Administration","No.59, Datong Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.750677","121.156647"
"Council of Agriculture, Executive Yuan","Taitung County","Taitung office Eastern Region Branch Agriculture and Food Agency Council of Agriculture Executive Yuan","No.67, Datong Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.750452","121.156642"
"Ministry of Economic Affairs","Taitung County","Fongle Industrial Park Service Center","No.77, Dajhong Road, Taidong City, Taitung County, Taiwan (R.O.C.)","22.7565354","121.1323967"
"Coast Guard Administration, Executive Yuan","Taitung County","Cielan fishing port inspection office","No.299, Fugang St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.791598","121.192645"
"Ministry of Economic Affairs","Taitung County","8th River Management Office.WRA.","No. 24, Bausang Rd., Taitung City 950, Taiwan (R.O.C.)","22.753249","121.158385"
"Ministry of Transportation and Communications","Taitung County","Taitung(Taidong) Station","No.598, Ln. 101, Yanwan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.794725","121.123043"
"Ministry of Transportation and Communications","Taitung County","Taitung Station 2rd platform South area","No.598, Ln. 101, Yanwan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.793749","121.123109"
"Ministry of Transportation and Communications","Taitung County","Taitung Station 3rd platform North area","No.598, Ln. 101, Yanwan Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.793749","121.123109"
"Ministry of Economic Affairs","Taitung County","Taitung office of Hualien Branch of the BSMI","No.258, Qiangguo St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.761738","121.155832"
"Ministry of Transportation and Communications","Taitung County","Cultural Park hall entrance","No. 200, Cultural Park Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.793215","121.116858"
"Ministry of Labor","Taitung County","Taitung Station, Employment Services Center of Kaohsiung-Pingtung-Penghu-Taitung Region, BEVT, CLA, EY","No.230, Xinsheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.75472","121.145722"
"Ministry of Transportation and Communications","Taitung County","Taitung Xinsheng Post Office","No.706, Xinsheng Rd., Taitung 950-53, Taiwan (R.O.C.)","22.764013","121.135563"
"Ministry of Transportation and Communications","Taitung County","Taitung Beinan Post Office","No.42, Gengsheng N. Rd., Taitung 950-59, Taiwan (R.O.C.)","22.777551","121.126329"
"Veterans Affairs Council, R.O.C.","Taitung County","Taitung VH","No.1000, Gengsheng Rd., Taitung City, Taitung County , Taiwan (R.O.C.), 950.","22.7725438","121.1316383"
"Veterans Affairs Council, R.O.C.","Taitung County","Malan VH","No.1010, Gengsheng Rd., Taitung City, Taitung County, Taiwan (R.O.C.), 950.","22.772872","121.131558"
"Veterans Affairs Council, R.O.C.","Taitung County","Taitung County VSD","No.1012 , Gengsheng Rd., Taitung City, Taitung County,Taiwan, 950,R.O.C.","22.7654279","121.1388402"
"Ministry of Labor","Taitung County","Taitung Local Office, Bureau of Labor Insurance , Council of Labor Affairs.Executive Yuan Taiwan (R.O.C.)","No.292, Gengsheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.760414","121.145657"
"Ministry of Transportation and Communications","Taitung County","Xiaoyeliu Visitor Center, East Coast National Scenic Area Administration","No.25, Xincun Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","22.793809","121.187066"
"Ministry of Transportation and Communications","Taitung County","East Coast National Scenic Area Administration,Taitung Station","No.500, Sec. 1, Songjiang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.795432","121.194857"
"Ministry of Transportation and Communications","Taitung County","Taitung Station of Kaohsiung Motor Vehicle Services office","No.441, Jhengci N. Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.754224","121.132898"
"Ministry of Finance","Taitung County","Chang Hwa Bank, Taitung Branch","1F., No.226, Zhengqi Rd., Taitung City , Taitung County 95044, Taiwan (R.O.C.)","22.753618","121.150663"
"Ministry of Economic Affairs","Taitung County","Taipower Taitung Branch","950 No.38,Jengchin Rd., Taitung County,Taiwan (R.O.C.)","22.750063","121.154718"
"Ministry of Transportation and Communications","Taitung County","Taitung Airport","No.1100, Minhang Rd., Taitung City, Taitung County, 95063, Taiwan (R.O.C.)","22.755213","121.109246"
"Ministry of Justice","Taitung County","Taitung District Prosecutors Office","No.310, Jhejiang Rd., Taitung City 950, Taitung County, Taiwan (R.O.C.)","22.762917","121.149279"
"Ministry of Economic Affairs","Taitung County","Zhiben Service Center","No.658, Sec. 3, Zhiben Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.706238","121.041264"
"Ministry of Transportation and Communications","Taitung County","Zhiben Station","No.85, Ln. 900, Sec. 2, Zhiben Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.7040892","121.0726792"
"Ministry of Economic Affairs","Taitung County","TWC_Taitung","No.48, Sec. 1, Linhai Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.749553","121.15582"
"Taitung County Government","Taitung County","Taitung Land Administration Office 1F Service Center","No.735, Sec.2,Jhongsing Rd.,Taitung City,Taitung County950 Taiwan (R.O.C.)","22.768651","121.1231573"
"Ministry of Transportation and Communications","Taitung County","Taitung malan Post Office","1F, No.3, Zhengzhou St., Taitung 950-48, Taiwan (R.O.C.)","22.761482","121.144271"
"Ministry of the Interior","Taitung County","Taitung service Center, National Immigration Agency","No.59, Changsha St., Taitung City, Taitung County 950, Taiwan (R.O.C.)","22.748421","121.143255"
"Ministry of Transportation and Communications","Taitung County","Taitung Zhihben Post Office","No.370, Sec. 4, Qinghai Rd., Taitung 950-92, Taiwan (R.O.C.)","22.707848","121.041259"
"Ministry of Culture","Taitung County","Oasis Villa, Green Island Human Rights Culture Park","No.20, Jiangjyun yan ,Gongguan village, Lyudao Township, Taitung County 951, Taiwan (R.O.C.)","22.674964","121.49537"
"Ministry of Transportation and Communications","Taitung County","Green Island Visitor Center","No.298, Nanliao, Ludao Township, Taitung County 951, Taiwan (R.O.C.)","22.667982","121.468775"
"Ministry of Transportation and Communications","Taitung County","Lyudao Airport","No.231, Nanliao.Rd., Ludao Township, Taitung County , 95141, Taiwan (R.O.C.)","22.656072","121.482751"
"Ministry of Transportation and Communications","Taitung County","Ludao Post Office","No.186, Nanliao Village,Ludao , Taitung County 951-41, Taiwan (R.O.C.)","22.667982","121.468775"
"Coast Guard Administration, Executive Yuan","Taitung County","Lyudao fishing port inspection office","No.1-1, Harbor, Lyudao Township, Taitung County 951, Taiwan (R.O.C.)","22.6577014","121.4753429"
"Coast Guard Administration, Executive Yuan","Taitung County","Kaiyuan fishing port inspection office","No.296, Yeyou, Lanyu Township, Taitung County 952, Taiwan (R.O.C.)","22.057761","121.509233"
"Ministry of Transportation and Communications","Taitung County","Lanyu Post Office","No.37, Hongtou Village, Lanyu, Taitung County 952-41, Taiwan (R.O.C.)","22.025038","121.554228"
"Ministry of Transportation and Communications","Taitung County","Lanyu Airport","No.151, Yuren Rd., Hongtou Village, Lanyu Township, Taitung County, Taiwan (R.O.C.)","22.026836","121.536424"
"Ministry of Transportation and Communications","Taitung County","Yanping Post Office","No.30, Shengping Rd., Taoyuan Dist. Village, Yanping, Taitung County 953-44, Taiwan (R.O.C.)","22.902423","121.085079"
"Veterans Affairs Council, R.O.C.","Taitung County","Taiping VH","No.45, Lane 316, Taiping Rd., Taiping Village, Beinan Township, Taitung County, Taiwan (R.O.C.), 954,R.O.C.","22.787801","121.085533"
"Ministry of Transportation and Communications","Taitung County","Shanli Station","No.108, Shan Vil., Beinan Township, Taitung County 954, Taiwan (R.O.C.)","22.862046","121.138031"
"Ministry of Transportation and Communications","Taitung County","Beinan Chulu Post Office","No.12, Wuntai Rd., Beinan Township, Taitung County, Taitung County 954-42, Taiwan (R.O.C.)","22.857288","121.092447"
"Ministry of Transportation and Communications","Taitung County","Luye Station","No.38, Zhongzheng Rd., Luye Township, Taitung County 955, Taiwan (R.O.C.)","22.9124533","121.1365508"
"Ministry of Transportation and Communications","Taitung County","Luye Post Office","No.427, Sec. 1, Zhonghua Rd., Luye, Taitung County 955-42, Taiwan (R.O.C.)","22.910504","121.135992"
"Ministry of Transportation and Communications","Taitung County","Luye Service Station","No. 49, Guntai Road, Yongan Village, Luye Township, Taitung County 955, Taiwan (R.O.C.)","22.923851","121.125548"
"Ministry of Transportation and Communications","Taitung County","Ruiyuan Station","No.8, Ln. 336, Sec. 1, Ruijing Rd., Luye Township, Taitung County 955, Taiwan (R.O.C.)","22.957126","121.15821"
"Ministry of Transportation and Communications","Taitung County","Luye Rueiyuan Post Office","No.388, Sec. 1, Rueijing Rd., Rueiyuan Village, Luye, Taitung County 955-43, Taiwan (R.O.C.)","22.957126","121.15821"
"Ministry of Transportation and Communications","Taitung County","Guanshan Post Office","No.25, Zhongzheng Rd., Guanshan, Taitung County 956-42, Taiwan (R.O.C.)","23.047881","121.160687"
"Ministry of Transportation and Communications","Taitung County","Guanshan Station","No.2, Bo_ai Rd., Guanshan Township, Taitung County 956, Taiwan (R.O.C.)","23.045487","121.16436"
"Ministry of Transportation and Communications","Taitung County","Haiduan Post Office","No.27, Shanjie, Haiduan Village, Haiduan Township, Taitung County 957-41, Taiwan (R.O.C.)","23.100052","121.176596"
"Ministry of Economic Affairs","Taitung County","TWC_Chishang","No.198, Zhongshan Rd., Chishang Township, Taitung County 958, Taiwan (R.O.C.)","23.123322","121.21715"
"Ministry of Transportation and Communications","Taitung County","Chihshang Post Office","No.201, Zhongshan Rd., Chihshang, Taitung County 958-72, Taiwan (R.O.C.)","23.124269","121.218011"
"Veterans Affairs Council, R.O.C.","Taitung County","Taitung VF","No.104, Xinxing Village, Chishang Township, Taitung County, Taiwan (R.O.C.), 958 ,R.O.C.","23.11461","121.1996708"
"Ministry of Transportation and Communications","Taitung County","Chishang Station","No.30, Tiehua Rd., Chishang Township, Taitung County 958, Taiwan (R.O.C.)","23.126158","121.219389"
"Taitung County Government","Taitung County","Taitung Donghe Beiyuan Village Office","No.43, Neighborhood 19, Beiyuan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.03135","121.286477"
"Taitung County Government","Taitung County","Taitung Donghe Beiyuan Village Office-3","No.12, Neighborhood 1, Beiyuan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0691722","121.2855249"
"Taitung County Government","Taitung County","Taitung Donghe Beiyuan Village Office-2","No.14-8, Neighborhood 1, Beiyuan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0691722","121.2855247"
"Taitung County Government","Taitung County","Taitung Donghe Beiyuan Village Office-1","No.13-10, Neighborhood 2, Beiyuan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0691722","121.2855248"
"Veterans Affairs Council, R.O.C.","Taitung County","Donghe VF","No.67, Beiyuan, Donghe Township, Taitung County, Taiwan (R.O.C.) 959","23.0743959","121.299948"
"Taitung County Government","Taitung County","Taitung Donghe Shangde Village Office-1","No.39, Neighborhood 11,Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.943176","121.214762"
"Taitung County Government","Taitung County","Taitung Donghe Shangde Village Office","No.36, Neighborhood 3, Shangde, Donghe Township, Taitung County 960, Taiwan (R.O.C.)","22.963533","121.240193"
"Taitung County Government","Taitung County","Taitung Donghe Shangde Village Office-4","No.24, Neighborhood 8, Suntech Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.9390282","121.2225713"
"Taitung County Government","Taitung County","Taitung Donghe Shangde Vil 7 Neighborhood Magistrate Service Office","No.8, Neighborhood 7, Houliao, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.956714","121.225422"
"Taitung County Government","Taitung County","Donghe Township Office","No.311, South Donghe Road, Donghe Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.968909","121.3029"
"Taitung County Government","Taitung County","Taitung Donghe Shangde Village Fire Brigade","No.115, South Donghe Rd., Donghe Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.969899","121.302716"
"Taitung County Government","Taitung County","Taitung Donghe Taituana Village Office-3","No.150, Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0020802","121.2511903"
"Taitung County Government","Taitung County","Taitung Donghe Taituana Village Office-6","No.185, Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0020802","121.2511906"
"Taitung County Government","Taitung County","Taitung Donghe Taituana Village Office-4","No.42, Neighborhood 2, Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0020802","121.2511904"
"Taitung County Government","Taitung County","Taitung Donghe Taituana Village Office-5","No.81, Neighborhood 2, Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0020802","121.2511905"
"Taitung County Government","Taitung County","Taitung Donghe Taituana Village Office-8","No.101, Neighborhood 3, Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0020802","121.2511908"
"Taitung County Government","Taitung County","Taitung Donghe Taituana Village Office-1","No.143, Taituana Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","23.0020802","121.2511901"
"Taitung County Government","Taitung County","Taitung Donghe Taiyuan Village Office","No.225, Neighborhood 8, Taiyuan, Donghe Township, Taitung County 958, Taiwan (R.O.C.)","22.998024","121.286152"
"Ministry of Transportation and Communications","Taitung County","Donghe Taiyuan Post Office","No.246, Taiyuan Village, Donghe, Taitung County 959-91, Taiwan (R.O.C.)","22.998768","121.286675"
"Taitung County Government","Taitung County","Xinglong Community Activity Center","No.28, Neighborhood 29, Xingchang, Donghe Township, Taitung County 960, Taiwan (R.O.C.)","22.913684","121.257348"
"Taitung County Government","Taitung County","Taitung Donghe Xingchang Village Office","No.26-3, Neighborhood 6, Xingchang, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.891894","121.247153"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-5","No.38-2, Neighborhood 17, Dulan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.869888","121.227608"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-4","No.42-6, Neighborhood 17, Dulan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.870897","121.225054"
"Ministry of Transportation and Communications","Taitung County","Donghe Dulan Post Office","No.201, Dulan Village, Donghe, Taitung County 959-41, Taiwan (R.O.C.)","22.874529","121.228793"
"Taitung County Government","Taitung County","Donghe Township Public Library","No.61, 94 Lane, Dulan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.872706","121.228316"
"Taitung County Government","Taitung County","Dulan Police Station","No.248, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.875968","121.228895"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-1","No.199-1, Neighborhood 28, Dulan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.874386","121.228573"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-12","No.302, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.87491","121.22735"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-11","No.321, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.873743","121.225698"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Community centre","No.372, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.876373","121.227307"
"Taitung County Government","Taitung County","Taitung County Dulan Junior High School","No.398, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.874416","121.224518"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-2","No.420-11, Dulan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.876017","121.22602"
"Taitung County Government","Taitung County","Taitung County Dulan Elementary School","No.431, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.878014","121.227694"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-10","No.436-3, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.878884","121.230987"
"Taitung County Government","Taitung County","Dulan Sugar Refinery","No.61, Dulan, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.872392","121.2265469"
"Ministry of Transportation and Communications","Taitung County","Water Running upward","Provincial Highway No.11 152 kilometer marker, Dulan , Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.868376","121.218199"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-3","No.30-6, Shinshe, Dulan Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.880208","121.220033"
"Taitung County Government","Taitung County","Taitung Donghe Dulan Village Office-6","No.12, Najie, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.861031","121.202159"
"Taitung County Government","Taitung County","Taitung Donghe Longchang Village Office-2","No.159, Neighborhood 12, Longchang Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.9397163","121.2683592"
"Taitung County Government","Taitung County","Taitung Donghe Longchang Village Office-1","No.195-1, Neighborhood 15, Longchang Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.9397163","121.2683591"
"Taitung County Government","Taitung County","Taitung Donghe Longchang Village Office-3","No.185, Longchang Village, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.9397163","121.2683593"
"Taitung County Government","Taitung County","Taitung Donghe Longchang Village Office","No.230, Neighborhood 18, Xinglong, Donghe Township, Taitung County 959, Taiwan (R.O.C.)","22.927987","121.269166"
"Ministry of Transportation and Communications","Taitung County","Sanxiantai Visitor Center","No.74, Jihui Rd., Chenggong Township, Taitung County 961, Taiwan (R.O.C.)","23.123111","121.406354"
