"Ministry","City/country","Name","Address","Latitude","Longitude"
"Ministry of Transportation and Communications","Taoyuan City","Neili station","No.267, Sec. 1, Zhonghua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.972689","121.257954"
"Taoyuan City Government","Taoyuan City","Zhongli City, Intelligent bus station, Toayuan MRT Bus(Red)","No.632, Sec. 1, Zhonghua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9696139","121.250265"
"Taoyuan City Government","Taoyuan City","Zhongli Industrial Park, Intelligent bus station, Toayuan MRT Bus(Red)","No.855, Sec. 1, Zhonghua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9670479","121.245466"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Zhongyi Post Office","No.905, Sec. 1, Zhonghua Rd., Zhongli District, Taoyuan City 320-68, Taiwan (R.O.C.)","24.96666","121.244335"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Branch, First Maintenance Office of the Directorate General of Highways, MOTC","No.180, Sec. 2, Zhonghua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.96684","121.239256"
"Ministry of Economic Affairs","Taoyuan City","Zhongli Gong Ye Ou gas station, CPC Corporation","No.230, Sec. 2, Zhonghua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.965364","121.238495"
"Taoyuan City Government","Taoyuan City","Jungli City Library Junghua Study Room","4F., No.369-1, Sec. 2, Zhonghua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.963007","121.236142"
"Taoyuan City Government","Taoyuan City","Jungli City Library Neili Branch","2F., No.10, Guanghua 3rd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.962211","121.235976"
"Taoyuan City Government","Taoyuan City","Singguo Branch, Fire Department, Taoyuan","No.88, Zhongfeng Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.963028","121.220076"
"Taoyuan City Government","Taoyuan City","North, Streetlights,No.9, Ln. 22, Wuchang St., Zhongli WuFu Business District","No.9, Ln. 22, Wuchang St., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)","24.959518","121.208228"
"Taoyuan City Government","Taoyuan City","South, Streetlights,No.9, Ln. 22, Wuchang St., Zhongli WuFu Business District","No.9, Ln. 22, Wuchang St., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)","24.959518","121.208228"
"Taoyuan City Government","Taoyuan City","West, Streetlights, No.9, Ln. 22, Wuchang St., Zhongli WuFu Business District","No.9, Ln. 22, Wuchang St., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)","24.959518","121.208228"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights ,No.56, Wuguang 2nd St.,Zhongli Wuquan children park","No.56, Wuguang 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9588307","121.204811"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,No.56, Wuguang 2nd St.,Zhongli Wuquan children park","No.56, Wuguang 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9588307","121.204811"
"Ministry of Transportation and Communications","Taoyuan City","National Central University Post Office","National Central University, Zhongli District, Taoyuan City 320-01, Taiwan (R.O.C.)","24.968238","121.19525"
"Taoyuan City Government","Taoyuan City","Right, Streetlights, No.40, Wugu St., Zhongli WuFu Business District","No.40, Wugu St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.959445","121.207791"
"Taoyuan City Government","Taoyuan City","Left, Streetlights, No.40, Wugu St., Zhongli WuFu Business District","No.40, Wugu St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.959445","121.207791"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Huasyun Post Office","No.1, Xingfu Village, Zhongli District, Taoyuan City 320-77, Taiwan (R.O.C.)","24.955319","121.264496"
"Ministry of Finance","Taoyuan City","FirstBank_Neili","No.117, Xinyi Rd., Zhongli City, Taoyuan City 32067, Taiwan (R.O.C)","24.974554","121.257304"
"Ministry of Finance","Taoyuan City","Bank of Taiwan Chienkuo Branch.","No.169, Jianxing Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.948673","121.22775"
"Taoyuan City Government","Taoyuan City","Streetlights,No.260, Yuanhua Rd., Zhongli_s Liuhe Business District","No.260, Yuanhua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9621028","121.2254421"
"Taoyuan City Government","Taoyuan City","Streetlights,No.3, Sec. 2, Yuanhua Rd., Zhongli_s Liuhe Business District","No.3, Sec. 2, Yuanhua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.962206","121.222803"
"Taoyuan City Government","Taoyuan City","Chungli North Station, Hsinchu Bus","No.2-36, Yuanhua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.95439","121.226063"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Communication post,Aboriginal Hotel,Zhongli Zhongxiao park","Yuansheng 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9758194","121.2526856"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Communication post,Aboriginal Hotel,Zhongli Zhongxiao park","Yuansheng 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9758194","121.2526856"
"Ministry of Transportation and Communications","Taoyuan City","Northern Region Engineering Office, National Freeway Bureau,MOTC. Zhongli Service Area","No.998-3, Neiding 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","25.0036573","121.2516654"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Nanyuan Post Office","No.4, Nanyuan 2nd Rd., Zhongli District, Taoyuan City 320-63, Taiwan (R.O.C.)","24.971829","121.238403"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Monitor post ,No.57, Jilin Rd.,Zhongli Wenhua park","No.57, Jilin Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9804041","121.2485905"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Monitor post ,No.57, Jilin Rd.,Zhongli Wenhua park","No.57, Jilin Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9804041","121.2485905"
"Taoyuan City Government","Taoyuan City","Neili Branch, Fire Department, Taoyuan","No.62, Jilin Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.979387","121.245503"
"Taoyuan City Government","Taoyuan City","crematorium, Mortuary Services Office, Jungli City","No.251, Peiying Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.976819","121.225196"
"Taoyuan City Government","Taoyuan City","information desk, Mortuary Services Office, Zhongli District","No.289, Peiying Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.976675","121.225338"
"Taoyuan City Government","Taoyuan City","Auditorium, Mortuary Services Office, Jungli City","No.289, Peiying Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.976675","121.225338"
"Taoyuan City Government","Taoyuan City","Right,Shijian Rd. And Daren 4th St. Intersection,Zhongyuan Night Market District","Shijian Rd. And Daren 4th St. Intersection, Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.95555","121.240633"
"Taoyuan City Government","Taoyuan City","Left,Shijian Rd. And Daren 4th St. Intersection,Zhongyuan Night Market District","Shijian Rd. And Daren 4th St. Intersection, Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.95555","121.240633"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights ,No.39, Ningxia 2nd St.,Zhongli Juguang environmental protection park","No.39, Ningxia 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9513704","121.2354953"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,No.39, Ningxia 2nd St.,Zhongli Juguang environmental protection park","No.39, Ningxia 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9513704","121.2354953"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights,No.31, Shaokang 2nd St.,Zhongli Xinxing park","No.31, Shaokang 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9449086","121.2255345"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,No.31, Shaokang 2nd St.,Zhongli Xinxing park","No.31, Shaokang 2nd St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9449086","121.2255345"
"Taoyuan City Government","Taoyuan City","Zhongli joint Government Office Building, Intelligent bus station, Toayuan MRT Bus(Red)","No.140, Yanping Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.96332","121.229072"
"Ministry of Transportation and Communications","Taoyuan City","Jhungli Station of Hsinchu Motor Vehicles Office","No.394, Yanping Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.959568","121.224307"
"Ministry of Economic Affairs","Taoyuan City","Zhongli Service Center","No.499, Yanping Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.957085","121.223745"
"Financial Supervisory Commission, R.O.C.","Taoyuan City","The SHANGHAI COMMERCIAL & SAVINGS BANK, LTD.Yen Ping Branch","No.551, Yanping Rd., Zhongli Dist., Taoyuan City 320, Taiwan (R.O.C.)","24.95548","121.222962"
"Ministry of Finance","Taoyuan City","Bank of Taiwan Chungli Branch.","No.580, Yanping Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.954915","121.222351"
"Taoyuan City Government","Taoyuan City","Zhongli Precinct, Taoyuan Police Department","1F., No.607, Yanping Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.954006","121.222297"
"Taoyuan City Government","Taoyuan City","Head office, Chungli Bus","No.100, Jianguo Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.95334","121.224132"
"Taoyuan City Government","Taoyuan City","Chungli Station, Hsinchu Bus","No.105, Jianguo Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.953631","121.224561"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Jianguo Rd. Post Office","No.36, Jianguo Rd., Zhongli District, Taoyuan City 320-41, Taiwan (R.O.C.)","24.955491","121.225018"
"Taoyuan City Government","Taoyuan City","Zih-Ciang Work Station,Household Registration Office of Zhongli District, Taoyuan","2F, No. 46,Ciangguo Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.967748","121.259015"
"Ministry of Finance","Taoyuan City","Mega International Commercial Bankd Co.,Ltd. Chung Li Branch","No.46, Fu-hsing Rd., Zhongli District, Taoyuan City 32041, Taiwan (R.O.C.)","24.957666","121.224998"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights ,No.195, Fuhua St.,Zhongli Fuxing Park","No.195, Fuhua St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9736481","121.2479223"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,No.195, Fuhua St.,Zhongli Fuxing Park","No.195, Fuhua St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9736481","121.2479223"
"Taoyuan City Government","Taoyuan City","Streetlights, No.71, Zhicheng Rd., Zhongli WuFu Business District","No.71, Zhicheng Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.958007","121.207841"
"Taoyuan City Government","Taoyuan City","Streetlights, No.67, Zhixin Rd., Zhongli WuFu Business District","No.67, Zhixin Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.958441","121.207793"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Neili Post Office","No.25,Zhongqin Rd. Post Office St., Zhongli District, Taoyuan City 320-67, Taiwan (R.O.C.)","24.974435","121.255718"
"Ministry of Finance","Taoyuan City","Chang Hwa Bank,Pei-Chungli Branch","No.155, Zhongxiao Rd., Zhongli Dist., Taoyuan City 32065, Taiwan (R.O.C.)","24.976187","121.255017"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Traffic signal ,No.134, Wenhua Rd.,Zhongli Yuansheng park","No.134, Wenhua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9742535","121.2536283"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Traffic signal ,No.134, Wenhua Rd.,Zhongli Yuansheng park","No.134, Wenhua Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9742535","121.2536283"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Communication post,No.5, Ln. 13, Wencheng S. St.,Zhongli Jiachong children park","No.5, Ln. 13, Wencheng S. St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9786924","121.2528739"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Communication post,No.5, Ln. 13, Wencheng S. St.,Zhongli Jiachong children park","No.5, Ln. 13, Wencheng S. St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9786924","121.2528739"
"Taoyuan City Government","Taoyuan City","Right,Streetlights,No.115, Xinming Rd.,Zhongli Tourist Night Market","No.115, Xinming Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.960148","121.215045"
"Taoyuan City Government","Taoyuan City","Left,Streetlights,No.115, Xinming Rd.,Zhongli Tourist Night Market","No.115, Xinming Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.960148","121.215045"
"Taoyuan City Government","Taoyuan City","Left,Streetlights,No.83, Xinming Rd.,Zhongli Tourist Night Market","No.83, Xinming Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.959388","121.214919"
"Ministry of Labor","Taoyuan City","Jhongli Employment Service Station","No.182, Xinxing Rd., Dayuan District, Taoyuan City 320, Taiwan (R.O.C.)","24.953001","121.227129"
"Taoyuan City Government","Taoyuan City","Left,Rixin Rd.And Sanhe 3rd St. Intersection,Zhongyuan Night Market District","No.67, Rixin Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.955021","121.239686"
"Ministry of Transportation and Communications","Taoyuan City","Chung Yuan Christian University Post Office","Chung Yuan Christian University, Zhongli District, Taoyuan City 320-23, Taiwan (R.O.C.)","24.956079","121.244159"
"Taoyuan City Government","Taoyuan City","Jhongli Branch","3F., No.296, Xizhou St., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.962755","121.230783"
"Ministry of Economic Affairs","Taoyuan City","Jhongli Industrial Park Service Center","No.57, Dongyuan Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.979153","121.239538"
"Taoyuan City Government","Taoyuan City","Seniors_Activity Center of South District of Taoyuan City","No.90, Linsen Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.945665","121.226213"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Traffic signal ,Huasyun Branch,Zhongli Shixiao Pond Ecology Park","No.800, Rongmin S. Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9400981","121.2562472"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Traffic signal ,Huasyun Branch,Zhongli Shixiao Pond Ecology Park","No.800, Rongmin S. Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9400981","121.2562472"
"Taoyuan City Government","Taoyuan City","Huasing Branch, Fire Department, Taoyuan","No.800, Rongmin S. Rd., Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.940421","121.256382"
"Ministry of Transportation and Communications","Taoyuan City","Zhongli Dingli Post Office","No.53, Rongmin Rd., Zhongli District, Taoyuan City 320-73, Taiwan (R.O.C.)","24.9694","121.260787"
"Taoyuan City Government","Taoyuan City","Right diagonal front,Streetlights ,Rongmin Rd. And Rong_an 13th St. Intersection,Zhongli Menghuan park","Rongmin Rd. And Rong_an 13th St. Intersection, Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9626655","121.2618759"
"Taoyuan City Government","Taoyuan City","Left diagonal front,Streetlights ,Rongmin Rd. And Rong_an 13th St. Intersection,Zhongli Menghuan park","Rongmin Rd. And Rong_an 13th St. Intersection, Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.9626655","121.2618759"
"Ministry of Finance","Taoyuan City","Chungli Branch, Hun Nan Commercial Bank","No.35, Minchu Rd., Zhongli District, Taoyuan City, Taiwan (R.O.C.)","24.955696","121.214862"
"Environmental Protection Administration, Executive Yuan","Taoyuan City","Environmental Analysis laboratory EPA, 1F, 2F, 4F","1F., No. 260, Minzu Rd. Sec 3, Zhongli District Taoyuan City 32024, Taiwan (R.O.C.)","24.961413","121.19276"
"Environmental Protection Administration, Executive Yuan","Taoyuan City","Environmental Analysis laboratory EPA, 1F, 3F, 6F","1F., No. 260, Minzu Rd. Sec 3, Zhongli District Taoyuan City 32024, Taiwan (R.O.C.)","24.961413","121.19276"
"Environmental Protection Administration, Executive Yuan","Taoyuan City","Recreation Lounge(Environmental Professionals Training Institute,Environmental Protection Administration,Executive Yuan)","3F, No. 260, Sec. 3, Ming Tsu Rd.,Zhongli District, Taoyuan City 320, Taiwan (R.O.C.)","24.961413","121.19276"
